,Country,ObjectId,Industry,Gas Type,Seasonal Adjustment,year,Q1,Q2,Q3,Q4
1649,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2011,669.1611302,670.5073682,671.8278614,633.2406604
1650,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2012,629.3268087,632.3142544,636.2015711,647.6402824
1651,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2013,639.3646737,641.4008961,630.7069795,657.5709021
1652,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2014,684.5809129,642.3802677,622.8492051,634.537702
1653,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2015,637.7765851,628.6593958,620.344728,579.7209169
1654,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2016,586.0611786,584.030271,614.7729986,572.1946467
1655,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2017,554.7442606,575.3726717,555.7936443,573.8815687
1656,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2018,573.3362039,584.2064982,575.8641624,582.1773967
1657,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2019,565.9586523,537.5331645,535.5410983,520.7537738
1658,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2020,498.1425401,456.7976942,478.1891171,497.3750336
1659,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2021,516.2480262,534.7381905,533.8487718,502.7556715
1660,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2022,514.5014124,516.6991339,500.8914211,499.0983163
1661,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2023,465.4751206,486.7982129,496.8645703,492.5134882
1662,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2024,504.8682152,502.1716258,498.6001486,510.0348695
1663,Americas,218,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,2025,508.8394552,,,
1664,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2010,690.8497841,679.5332831,801.1457117,671.8937153
1665,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2011,666.5461595,662.4585733,782.0929305,632.8508459
1666,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2012,608.3778554,630.6300285,759.5341872,642.9284572
1667,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2013,644.1687555,634.3356947,741.1418566,648.0784521
1668,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2014,694.5811732,632.1995726,732.5080861,623.7416616
1669,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2015,642.6562784,614.2397896,731.973456,574.5696435
1670,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2016,564.1845905,575.8855976,734.7082787,579.2023889
1671,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2017,543.5354391,556.8386185,676.3165858,578.404485
1672,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2018,563.486464,565.7909184,701.4368267,580.1510349
1673,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2019,558.7695348,517.4884649,653.0426824,523.0440309
1674,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2020,474.6861779,443.380102,600.8996868,502.4350126
1675,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2021,514.1765463,514.8450998,653.4970714,497.8301595
1676,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2022,511.3523669,498.754647,616.0105946,499.7150364
1677,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2023,456.208489,468.8692852,618.2250154,486.4132764
1678,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2024,476.6261154,483.9749507,610.6945803,496.7975447
1679,Americas,219,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,2025,508.4893664,,,
1680,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2010,716.9749276,708.5986775,711.8748012,705.9740879
1681,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2011,694.7533408,695.3812513,696.9496754,656.8642417
1682,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2012,652.6123635,656.3511025,660.4005425,672.1065198
1683,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2013,663.2038917,666.0681387,654.8450277,683.6077009
1684,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2014,712.6104223,665.687287,646.114582,658.6182022
1685,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2015,664.1603745,651.879164,644.51976,602.879869
1686,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2016,609.3664141,608.9671462,639.2298972,596.4173981
1687,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2017,579.0118719,599.5708882,578.0313007,598.4810677
1688,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2018,599.5351352,607.1110227,599.3281809,604.8909051
1689,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2019,587.9905068,560.8401915,559.128529,544.3854857
1690,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2020,520.4215241,479.3287363,501.7074957,519.9432233
1691,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2021,539.9530789,557.574988,556.9584706,525.8623395
1692,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2022,538.7718949,539.604867,523.7945501,523.6613328
1693,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2023,488.2650366,508.9416289,518.6690252,513.8403752
1694,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2024,525.3615413,523.7933731,519.9202176,531.449671
1695,Americas,220,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,2025,531.0160064,,,
1696,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2010,10.19353003,10.55509059,10.36139922,10.42513485
1697,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2011,10.01851323,10.15015612,9.944170295,10.00114556
1698,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2012,10.13721278,10.31395718,10.1016709,10.1926423
1699,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2013,10.20992987,10.08654543,10.16049948,10.39073899
1700,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2014,10.16256902,10.08560677,9.874317168,10.14810441
1701,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2015,10.13445883,10.07262113,10.13443201,10.22604346
1702,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2016,9.991252964,9.939392591,10.02729471,10.37472783
1703,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2017,10.19044402,9.984803769,9.944881965,10.04903533
1704,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2018,10.02523956,10.09763019,10.0283896,9.870883325
1705,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2019,9.575000992,9.935889759,10.0078045,10.29026858
1706,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2020,10.21503998,9.179634416,9.984278872,10.35339157
1707,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2021,10.02016194,9.922428797,9.740001928,9.757368805
1708,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2022,9.484856993,9.638053362,9.869510924,10.29579499
1709,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2023,10.42903971,10.32106841,10.01360413,9.826149817
1710,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2024,9.631485522,9.820020055,9.595559727,9.38423139
1711,Americas,221,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,2025,9.480912458,,,
1712,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2010,10.25199778,10.46226516,10.44855934,10.37233241
1713,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2011,10.06659511,10.07109309,10.03175969,9.944537306
1714,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2012,10.16498645,10.26107203,10.19329563,10.12612905
1715,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2013,10.22835536,10.06431269,10.2521313,10.30291442
1716,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2014,10.16499553,10.10497112,9.956375504,10.04425522
1717,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2015,10.13592223,10.11517559,10.20680552,10.1096521
1718,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2016,9.997752454,9.993906407,10.08137563,10.2596336
1719,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2017,10.20651724,10.03556585,9.988043303,9.939038689
1720,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2018,10.0491965,10.13879434,10.06750347,9.76664836
1721,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2019,9.606985301,9.967045354,10.05128948,10.1836437
1722,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2020,10.25490016,9.197360622,10.03093382,10.24915024
1723,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2021,10.06947473,9.92423971,9.781694709,9.664552318
1724,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2022,9.54043162,9.628567441,9.909593887,10.20962332
1725,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2023,10.4996688,10.29260506,10.04021969,9.757368525
1726,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2024,9.701180093,9.775152695,9.610651348,9.331493966
1727,Americas,222,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,2025,9.557887787,,,
1728,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2010,14.32549487,15.11464569,17.64776186,13.93725839
1729,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2011,15.58096492,14.10021794,15.96330742,13.45301347
1730,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2012,13.81509385,13.31191031,14.63515969,13.47996469
1731,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2013,14.7395455,14.39780883,15.140448,13.55579143
1732,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2014,21.08990046,12.56009739,12.86994385,11.89186673
1733,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2015,18.36550471,12.14828622,13.74515343,12.11104181
1734,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2016,13.93221656,13.72874474,15.27029823,13.65783297
1735,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2017,13.91686403,13.59638852,13.68775207,13.93281351
1736,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2018,17.60896867,11.99687216,13.18948013,12.46351924
1737,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2019,13.38533859,12.87013838,14.20075972,12.29282358
1738,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2020,13.18227422,12.52581945,13.0203066,12.4358493
1739,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2021,14.12478203,12.13761289,13.7514857,13.30437496
1740,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2022,15.16319775,12.16929649,12.58941137,15.4322392
1741,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2023,11.85328435,11.27099842,13.11064315,11.23988592
1742,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2024,11.54893552,11.45690779,12.05510163,11.31330192
1743,Americas,223,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,2025,14.23222819,,,
1744,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2010,14.47798265,15.49698587,15.82744002,15.22275227
1745,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2011,15.52561543,14.80279,15.09005429,13.67904404
1746,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2012,13.1205684,13.77577606,14.00567573,14.34010835
1747,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2013,13.61086259,14.60292995,13.88591682,15.7338844
1748,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2014,17.86451388,13.20204823,13.30900139,14.03624493
1749,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2015,16.2478671,13.10459259,13.96822648,13.04930001
1750,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2016,13.30748304,14.94296873,14.37552299,13.96311774
1751,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2017,14.06109401,14.16265073,12.24961311,14.66046027
1752,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2018,16.14973483,12.76573025,13.39651502,12.94686008
1753,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2019,12.42486916,13.33998158,13.53614131,13.44806823
1754,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2020,12.02408381,13.33368155,13.48744474,12.31903947
1755,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2021,13.63557794,12.91255783,13.32800412,13.44211569
1756,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2022,14.73005093,13.27716562,12.9935351,14.35339315
1757,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2023,12.29024719,11.85081102,11.76423523,11.5695184
1758,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2024,10.79214603,11.84659458,11.70941771,12.08330758
1759,Americas,224,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,2025,12.61866348,,,
1760,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2010,382.9953472,365.5788445,369.5241369,412.4956761
1761,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2011,441.2173736,388.1795576,352.8200025,394.2657817
1762,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2012,437.9440889,382.6345443,342.0980475,418.2726027
1763,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2013,417.5980088,387.3166668,356.0978658,455.4493246
1764,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2014,443.8570264,380.6831775,351.5840842,429.6463902
1765,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2015,455.3180961,389.372444,397.8545137,320.6267314
1766,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2016,435.8739913,354.0286547,348.2293457,391.5174173
1767,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2017,420.5191331,375.7935793,363.4631475,397.8488668
1768,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2018,410.1172021,374.0146713,368.5143605,354.7470856
1769,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2019,420.8027297,373.4718883,332.4973767,373.6993522
1770,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2020,456.3164542,230.2112753,311.4275078,394.0860336
1771,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2021,378.2151453,351.7204724,344.0405857,376.1012838
1772,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2022,407.0505245,350.5831429,342.6831156,356.2995954
1773,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2023,384.9956093,359.8836469,345.7872617,356.587812
1774,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2024,366.8440495,336.8092239,353.1564471,367.2639146
1775,Americas,225,Manufacturing,Carbon dioxide,Not Seasonally Adjusted,2025,373.9815931,,,
1776,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2010,346.4305769,377.2250632,410.9734316,395.9649329
1777,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2011,404.4007006,400.4237595,395.4236806,376.2345747
1778,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2012,401.9603566,395.9537921,384.3025846,398.7325502
1779,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2013,381.2698103,402.6818932,398.8829083,433.627254
1780,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2014,406.7332622,398.5168717,393.2285653,407.2919791
1781,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2015,418.1434704,408.6279349,428.0046175,308.3957624
1782,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2016,399.0624065,372.3454627,376.1311212,382.1104185
1783,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2017,384.8037697,392.9821751,390.1197553,389.7190265
1784,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2018,376.6441888,387.9583266,395.7146793,347.0761247
1785,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2019,388.4839822,385.033842,360.1828585,366.7706642
1786,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2020,425.242136,241.1427145,338.0975682,387.5588523
1787,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2021,348.9192006,364.05537,366.6806347,370.4222819
1788,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2022,379.4571928,364.2483261,362.7160441,350.1948153
1789,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2023,360.2083401,364.8406993,371.921123,350.2841675
1790,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2024,343.5565259,341.6683763,376.7137083,361.4889844
1791,Americas,226,Manufacturing,Carbon dioxide,Seasonally Adjusted,2025,352.9308903,,,
1792,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2010,5.989046987,6.224492885,6.616738727,6.806302021
1793,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2011,7.062950287,6.705254897,6.956686222,6.980760417
1794,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2012,7.230265854,6.842857249,7.021106642,7.144194795
1795,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2013,7.064828052,6.922563717,7.131809483,7.490325957
1796,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2014,7.800841768,7.707576029,7.740258057,7.67789175
1797,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2015,7.730359873,7.654080903,8.11190418,8.069858252
1798,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2016,7.585219593,10.89157455,7.717566392,8.095979294
1799,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2017,9.06272775,8.581404863,9.81402357,9.950478036
1800,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2018,9.509383872,9.976376131,10.98723718,10.68778188
1801,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2019,10.63683681,10.87453885,11.57867512,11.52122188
1802,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2020,11.24012919,11.18733972,12.61538515,13.09150654
1803,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2021,12.08991338,12.42142551,13.45461006,13.67593372
1804,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2022,13.46994856,13.29860314,14.1223034,14.22498601
1805,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2023,14.14034867,14.13832343,15.22590683,15.01610584
1806,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2024,15.19468297,14.61080753,16.01482942,15.60167437
1807,Americas,227,Manufacturing,Fluorinated gases,Not Seasonally Adjusted,2025,15.96848784,,,
1808,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2010,5.872768141,6.387432124,6.626471864,6.749908491
1809,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2011,6.963739119,6.848291968,6.970767627,6.92285311
1810,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2012,7.117905848,6.991647053,7.036521889,7.092349752
1811,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2013,6.965224585,7.063090982,7.139001503,7.442210139
1812,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2014,7.733599436,7.846132736,7.719980134,7.626855297
1813,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2015,7.690638015,7.776038761,8.084790696,8.014735736
1814,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2016,7.598970347,10.90953808,7.756999324,8.024832081
1815,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2017,9.233316403,8.957826898,9.390442114,9.827048804
1816,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2018,9.695115159,10.40761107,10.54617077,10.51188207
1817,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2019,10.89960434,11.27320762,11.14585753,11.29260316
1818,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2020,11.44889196,11.60365989,12.22076176,12.86104699
1819,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2021,12.32977845,12.85256093,13.02918731,13.43035598
1820,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2022,13.65698214,13.74095917,13.69761309,14.0202867
1821,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2023,14.258047,14.63714662,14.75560374,14.86988741
1822,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2024,15.29506922,15.0538741,15.50253102,15.49932975
1823,Americas,228,Manufacturing,Fluorinated gases,Seasonally Adjusted,2025,16.82337487,,,
1824,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2010,398.9601414,382.4737885,387.3115003,431.1573014
1825,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2011,460.4913004,407.3026527,372.200506,413.0769946
1826,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2012,456.4323082,400.3226394,359.7652174,436.354736
1827,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2013,435.1277905,405.024579,374.2159187,473.9699124
1828,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2014,462.4556084,399.5789871,370.6956241,448.7679955
1829,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2015,474.1004146,408.3072831,417.0634143,339.6054474
1830,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2016,454.5449502,376.2106401,367.4309381,411.1917822
1831,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2017,440.9138612,395.8426972,384.6627042,419.2306646
1832,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2018,431.5033876,396.0920656,391.6284998,377.4473224
1833,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2019,442.7050489,395.3481341,354.7482759,395.8439194
1834,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2020,478.4795004,252.2405582,335.4293276,418.7460025
1835,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2021,401.5295746,375.3622638,368.1690275,400.2183533
1836,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2022,430.6104043,374.006126,366.7323898,380.0825291
1837,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2023,408.7893481,383.9995822,371.1271489,381.7470389
1838,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2024,392.0646874,361.5176081,379.2006474,392.7080681
1839,Americas,229,Manufacturing,Greenhouse gas,Not Seasonally Adjusted,2025,399.7484076,,,
1840,Americas,230,Manufacturing,Greenhouse gas,Seasonally Adjusted,2010,362.373146,394.2762545,428.7461388,414.5071923
